"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME","condition4","Days_in_Exp"
"2625","00187294B6",152,"WEIGHT_1",2.5,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"2626","00187294B6",152,"WEIGHT_2",4.8,"LENGTH_2",78,"T2",2021-08-21,"Day_in_Exp_T2",20
"2627","00187294B6",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2628","00187294B6",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2629","00187294B6",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2630","00187294B6",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2631","00187294B6",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2632","00187294B6",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2633","00187294B7",202,"WEIGHT_1",1.1,"LENGTH_1",49,"T1",2021-07-29,"Day_in_Exp_T1",0
"2634","00187294B7",202,"WEIGHT_2",2.1,"LENGTH_2",59,"T2",2021-08-30,"Day_in_Exp_T2",20
"2635","00187294B7",202,"WEIGHT_3",1.9,"LENGTH_3",60,"T3",2021-09-29,"Day_in_Exp_T3",62
"2636","00187294B7",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2637","00187294B7",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2638","00187294B7",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2639","00187294B7",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2640","00187294B7",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2641","00187294B8",202,"WEIGHT_1",4.4,"LENGTH_1",70,"T1",2021-07-29,"Day_in_Exp_T1",0
"2642","00187294B8",202,"WEIGHT_2",8.7,"LENGTH_2",90,"T2",2021-08-30,"Day_in_Exp_T2",20
"2643","00187294B8",202,"WEIGHT_3",13,"LENGTH_3",104,"T3",2021-09-29,"Day_in_Exp_T3",62
"2644","00187294B8",202,"WEIGHT_4",22.3,"LENGTH_4",124,"T4",2021-11-04,"Day_in_Exp_T4",98
"2645","00187294B8",202,"WEIGHT_5",37.3,"LENGTH_5",145,"T5",2021-12-09,"Day_in_Exp_T5",133
"2646","00187294B8",202,"WEIGHT_6",49.5,"LENGTH_6",159,"T6",2022-01-06,"Day_in_Exp_T6",161
"2647","00187294B8",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2648","00187294B8",202,"WEIGHT_8",119,"LENGTH_8",210,"T8",2022-03-30,"Day_in_Exp_T8",244
"2649","00187294B9",151,"WEIGHT_1",3.3,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"2650","00187294B9",151,"WEIGHT_2",6.7,"LENGTH_2",86,"T2",2021-08-30,"Day_in_Exp_T2",20
"2651","00187294B9",151,"WEIGHT_3",13,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"2652","00187294B9",151,"WEIGHT_4",24.3,"LENGTH_4",131,"T4",2021-11-04,"Day_in_Exp_T4",98
"2653","00187294B9",151,"WEIGHT_5",43.7,"LENGTH_5",156,"T5",2021-12-09,"Day_in_Exp_T5",133
"2654","00187294B9",151,"WEIGHT_6",59.6,"LENGTH_6",175,"T6",2022-01-06,"Day_in_Exp_T6",161
"2655","00187294B9",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2656","00187294B9",151,"WEIGHT_8",173.5,"LENGTH_8",250,"T8",2022-03-30,"Day_in_Exp_T8",244
"2657","00187294BA",151,"WEIGHT_1",2.9,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"2658","00187294BA",151,"WEIGHT_2",6.4,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"2659","00187294BA",151,"WEIGHT_3",16.3,"LENGTH_3",114,"T3",2021-09-29,"Day_in_Exp_T3",62
"2660","00187294BA",151,"WEIGHT_4",38,"LENGTH_4",148,"T4",2021-11-04,"Day_in_Exp_T4",98
"2661","00187294BA",151,"WEIGHT_5",84.5,"LENGTH_5",192,"T5",2021-12-09,"Day_in_Exp_T5",133
"2662","00187294BA",151,"WEIGHT_6",129.4,"LENGTH_6",219,"T6",2022-01-06,"Day_in_Exp_T6",161
"2663","00187294BA",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2664","00187294BA",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2665","00187294BB",152,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"2666","00187294BB",152,"WEIGHT_2",3.5,"LENGTH_2",73,"T2",2021-08-24,"Day_in_Exp_T2",20
"2667","00187294BB",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2668","00187294BB",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2669","00187294BB",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2670","00187294BB",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2671","00187294BB",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2672","00187294BB",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2673","00187294BC",201,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29,"Day_in_Exp_T1",0
"2674","00187294BC",201,"WEIGHT_2",6.4,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"2675","00187294BC",201,"WEIGHT_3",14,"LENGTH_3",107,"T3",2021-09-29,"Day_in_Exp_T3",62
"2676","00187294BC",201,"WEIGHT_4",35.5,"LENGTH_4",141,"T4",2021-11-04,"Day_in_Exp_T4",98
"2677","00187294BC",201,"WEIGHT_5",72.6,"LENGTH_5",175,"T5",2021-12-09,"Day_in_Exp_T5",133
"2678","00187294BC",201,"WEIGHT_6",88,"LENGTH_6",192,"T6",2022-01-06,"Day_in_Exp_T6",161
"2679","00187294BC",201,"WEIGHT_7",108.1,"LENGTH_7",200,"T7",2022-02-16,"Day_in_Exp_T7",190
"2680","00187294BC",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2681","00187294BD",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"2682","00187294BD",201,"WEIGHT_2",3.5,"LENGTH_2",67,"T2",2021-08-30,"Day_in_Exp_T2",20
"2683","00187294BD",201,"WEIGHT_3",5,"LENGTH_3",77,"T3",2021-09-29,"Day_in_Exp_T3",62
"2684","00187294BD",201,"WEIGHT_4",7.6,"LENGTH_4",86,"T4",2021-11-04,"Day_in_Exp_T4",98
"2685","00187294BD",201,"WEIGHT_5",8.8,"LENGTH_5",92,"T5",2021-12-09,"Day_in_Exp_T5",133
"2686","00187294BD",201,"WEIGHT_6",12.1,"LENGTH_6",96,"T6",2022-01-06,"Day_in_Exp_T6",161
"2687","00187294BD",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2688","00187294BD",201,"WEIGHT_8",15.6,"LENGTH_8",110,"T8",2022-03-30,"Day_in_Exp_T8",244
"2689","00187294BE",202,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"2690","00187294BE",202,"WEIGHT_2",4.1,"LENGTH_2",69,"T2",2021-08-24,"Day_in_Exp_T2",20
"2691","00187294BE",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2692","00187294BE",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2693","00187294BE",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2694","00187294BE",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2695","00187294BE",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2696","00187294BE",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2697","00187294BF",201,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"2698","00187294BF",201,"WEIGHT_2",5.1,"LENGTH_2",76,"T2",2021-08-30,"Day_in_Exp_T2",20
"2699","00187294BF",201,"WEIGHT_3",10.3,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"2700","00187294BF",201,"WEIGHT_4",27.5,"LENGTH_4",125,"T4",2021-11-04,"Day_in_Exp_T4",98
"2701","00187294BF",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2702","00187294BF",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2703","00187294BF",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2704","00187294BF",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2705","00187294C1",202,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29,"Day_in_Exp_T1",0
"2706","00187294C1",202,"WEIGHT_2",7.3,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"2707","00187294C1",202,"WEIGHT_3",8.3,"LENGTH_3",91,"T3",2021-09-29,"Day_in_Exp_T3",62
"2708","00187294C1",202,"WEIGHT_4",13.9,"LENGTH_4",112,"T4",2021-11-04,"Day_in_Exp_T4",98
"2709","00187294C1",202,"WEIGHT_5",31.2,"LENGTH_5",140,"T5",2021-12-09,"Day_in_Exp_T5",133
"2710","00187294C1",202,"WEIGHT_6",39,"LENGTH_6",151,"T6",2022-01-06,"Day_in_Exp_T6",161
"2711","00187294C1",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2712","00187294C1",202,"WEIGHT_8",71.7,"LENGTH_8",175,"T8",2022-03-30,"Day_in_Exp_T8",244
"2713","00187294C2",151,"WEIGHT_1",3.5,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"2714","00187294C2",151,"WEIGHT_2",4.7,"LENGTH_2",77,"T2",2021-08-18,"Day_in_Exp_T2",20
"2715","00187294C2",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2716","00187294C2",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2717","00187294C2",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2718","00187294C2",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2719","00187294C2",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2720","00187294C2",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2721","00187294C3",202,"WEIGHT_1",2.7,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"2722","00187294C3",202,"WEIGHT_2",6.7,"LENGTH_2",81,"T2",2021-08-30,"Day_in_Exp_T2",20
"2723","00187294C3",202,"WEIGHT_3",6.3,"LENGTH_3",85,"T3",2021-09-29,"Day_in_Exp_T3",62
"2724","00187294C3",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2725","00187294C3",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2726","00187294C3",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2727","00187294C3",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2728","00187294C3",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2729","00187294C4",152,"WEIGHT_1",1.9,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"2730","00187294C4",152,"WEIGHT_2",3.7,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"2731","00187294C4",152,"WEIGHT_3",8.3,"LENGTH_3",91,"T3",2021-09-29,"Day_in_Exp_T3",62
"2732","00187294C4",152,"WEIGHT_4",14,"LENGTH_4",108,"T4",2021-11-04,"Day_in_Exp_T4",98
"2733","00187294C4",152,"WEIGHT_5",24.4,"LENGTH_5",130,"T5",2021-12-09,"Day_in_Exp_T5",133
"2734","00187294C4",152,"WEIGHT_6",32,"LENGTH_6",148,"T6",2022-01-06,"Day_in_Exp_T6",161
"2735","00187294C4",152,"WEIGHT_7",56.6,"LENGTH_7",172,"T7",2022-02-04,"Day_in_Exp_T7",190
"2736","00187294C4",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2737","00187294C6",201,"WEIGHT_1",2.2,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"2738","00187294C6",201,"WEIGHT_2",NA,"LENGTH_2",NA,"T2",NA,"Day_in_Exp_T2",NA
"2739","00187294C6",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2740","00187294C6",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2741","00187294C6",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2742","00187294C6",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2743","00187294C6",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2744","00187294C6",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2745","00187294C7",151,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"2746","00187294C7",151,"WEIGHT_2",6.8,"LENGTH_2",84,"T2",2021-08-30,"Day_in_Exp_T2",20
"2747","00187294C7",151,"WEIGHT_3",14.6,"LENGTH_3",107,"T3",2021-09-29,"Day_in_Exp_T3",62
"2748","00187294C7",151,"WEIGHT_4",32.9,"LENGTH_4",139,"T4",2021-11-04,"Day_in_Exp_T4",98
"2749","00187294C7",151,"WEIGHT_5",64.8,"LENGTH_5",172,"T5",2021-12-09,"Day_in_Exp_T5",133
"2750","00187294C7",151,"WEIGHT_6",97.4,"LENGTH_6",200,"T6",2022-01-06,"Day_in_Exp_T6",161
"2751","00187294C7",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2752","00187294C7",151,"WEIGHT_8",228.8,"LENGTH_8",260,"T8",2022-03-30,"Day_in_Exp_T8",244
"2753","00187294C8",152,"WEIGHT_1",4.2,"LENGTH_1",72,"T1",2021-07-29,"Day_in_Exp_T1",0
"2754","00187294C8",152,"WEIGHT_2",7.4,"LENGTH_2",87,"T2",2021-08-21,"Day_in_Exp_T2",20
"2755","00187294C8",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2756","00187294C8",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2757","00187294C8",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2758","00187294C8",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2759","00187294C8",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2760","00187294C8",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2761","00187294CC",202,"WEIGHT_1",2.2,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"2762","00187294CC",202,"WEIGHT_2",7,"LENGTH_2",82,"T2",2021-08-30,"Day_in_Exp_T2",20
"2763","00187294CC",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2764","00187294CC",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2765","00187294CC",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2766","00187294CC",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2767","00187294CC",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2768","00187294CC",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2769","00187294CD",201,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29,"Day_in_Exp_T1",0
"2770","00187294CD",201,"WEIGHT_2",6,"LENGTH_2",78,"T2",2021-08-25,"Day_in_Exp_T2",20
"2771","00187294CD",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2772","00187294CD",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2773","00187294CD",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2774","00187294CD",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2775","00187294CD",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2776","00187294CD",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2777","00187294CE",152,"WEIGHT_1",3.2,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"2778","00187294CE",152,"WEIGHT_2",9.4,"LENGTH_2",93,"T2",2021-08-30,"Day_in_Exp_T2",20
"2779","00187294CE",152,"WEIGHT_3",27,"LENGTH_3",131,"T3",2021-09-29,"Day_in_Exp_T3",62
"2780","00187294CE",152,"WEIGHT_4",65.8,"LENGTH_4",174,"T4",2021-11-04,"Day_in_Exp_T4",98
"2781","00187294CE",152,"WEIGHT_5",132.8,"LENGTH_5",215,"T5",2021-12-09,"Day_in_Exp_T5",133
"2782","00187294CE",152,"WEIGHT_6",191.5,"LENGTH_6",239,"T6",2022-01-06,"Day_in_Exp_T6",161
"2783","00187294CE",152,"WEIGHT_7",221,"LENGTH_7",255,"T7",2022-02-09,"Day_in_Exp_T7",190
"2784","00187294CE",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2785","00187294D0",202,"WEIGHT_1",2.9,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"2786","00187294D0",202,"WEIGHT_2",4.9,"LENGTH_2",76,"T2",2021-08-28,"Day_in_Exp_T2",20
"2787","00187294D0",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2788","00187294D0",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2789","00187294D0",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2790","00187294D0",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2791","00187294D0",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2792","00187294D0",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2793","00187294D1",151,"WEIGHT_1",2.7,"LENGTH_1",61,"T1",2021-07-29,"Day_in_Exp_T1",0
"2794","00187294D1",151,"WEIGHT_2",5,"LENGTH_2",74,"T2",2021-08-24,"Day_in_Exp_T2",20
"2795","00187294D1",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2796","00187294D1",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2797","00187294D1",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2798","00187294D1",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2799","00187294D1",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2800","00187294D1",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2801","00187294D3",152,"WEIGHT_1",3.6,"LENGTH_1",69,"T1",2021-07-29,"Day_in_Exp_T1",0
"2802","00187294D3",152,"WEIGHT_2",9.3,"LENGTH_2",94,"T2",2021-08-30,"Day_in_Exp_T2",20
"2803","00187294D3",152,"WEIGHT_3",22.8,"LENGTH_3",127,"T3",2021-09-29,"Day_in_Exp_T3",62
"2804","00187294D3",152,"WEIGHT_4",50.6,"LENGTH_4",165,"T4",2021-11-04,"Day_in_Exp_T4",98
"2805","00187294D3",152,"WEIGHT_5",99.2,"LENGTH_5",201,"T5",2021-12-09,"Day_in_Exp_T5",133
"2806","00187294D3",152,"WEIGHT_6",135.2,"LENGTH_6",226,"T6",2022-01-06,"Day_in_Exp_T6",161
"2807","00187294D3",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2808","00187294D3",152,"WEIGHT_8",297.2,"LENGTH_8",290,"T8",2022-03-30,"Day_in_Exp_T8",244
"2809","00187294D5",151,"WEIGHT_1",2.7,"LENGTH_1",63,"T1",2021-07-29,"Day_in_Exp_T1",0
"2810","00187294D5",151,"WEIGHT_2",4.5,"LENGTH_2",74,"T2",2021-08-18,"Day_in_Exp_T2",20
"2811","00187294D5",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2812","00187294D5",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2813","00187294D5",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2814","00187294D5",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2815","00187294D5",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2816","00187294D5",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2817","00187294D6",151,"WEIGHT_1",1.9,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"2818","00187294D6",151,"WEIGHT_2",4.9,"LENGTH_2",76,"T2",2021-08-30,"Day_in_Exp_T2",20
"2819","00187294D6",151,"WEIGHT_3",14,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"2820","00187294D6",151,"WEIGHT_4",27.7,"LENGTH_4",133,"T4",2021-11-04,"Day_in_Exp_T4",98
"2821","00187294D6",151,"WEIGHT_5",45.5,"LENGTH_5",156,"T5",2021-12-09,"Day_in_Exp_T5",133
"2822","00187294D6",151,"WEIGHT_6",67.3,"LENGTH_6",180,"T6",2022-01-06,"Day_in_Exp_T6",161
"2823","00187294D6",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2824","00187294D6",151,"WEIGHT_8",127.9,"LENGTH_8",225,"T8",2022-03-30,"Day_in_Exp_T8",244
"2825","00187294D7",151,"WEIGHT_1",4.1,"LENGTH_1",71,"T1",2021-07-29,"Day_in_Exp_T1",0
"2826","00187294D7",151,"WEIGHT_2",5.5,"LENGTH_2",79,"T2",2021-08-18,"Day_in_Exp_T2",20
"2827","00187294D7",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2828","00187294D7",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2829","00187294D7",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2830","00187294D7",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2831","00187294D7",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2832","00187294D7",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2833","00187294D8",152,"WEIGHT_1",1.5,"LENGTH_1",53,"T1",2021-07-29,"Day_in_Exp_T1",0
"2834","00187294D8",152,"WEIGHT_2",3.3,"LENGTH_2",68,"T2",2021-08-30,"Day_in_Exp_T2",20
"2835","00187294D8",152,"WEIGHT_3",9,"LENGTH_3",94,"T3",2021-09-29,"Day_in_Exp_T3",62
"2836","00187294D8",152,"WEIGHT_4",18.1,"LENGTH_4",121,"T4",2021-11-04,"Day_in_Exp_T4",98
"2837","00187294D8",152,"WEIGHT_5",39,"LENGTH_5",150,"T5",2021-12-09,"Day_in_Exp_T5",133
"2838","00187294D8",152,"WEIGHT_6",68,"LENGTH_6",184,"T6",2022-01-06,"Day_in_Exp_T6",161
"2839","00187294D8",152,"WEIGHT_7",95.3,"LENGTH_7",204,"T7",2022-02-09,"Day_in_Exp_T7",190
"2840","00187294D8",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2841","00187294DA",152,"WEIGHT_1",3.2,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"2842","00187294DA",152,"WEIGHT_2",6,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"2843","00187294DA",152,"WEIGHT_3",12.2,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"2844","00187294DA",152,"WEIGHT_4",23.5,"LENGTH_4",131,"T4",2021-11-04,"Day_in_Exp_T4",98
"2845","00187294DA",152,"WEIGHT_5",37.4,"LENGTH_5",151,"T5",2021-12-09,"Day_in_Exp_T5",133
"2846","00187294DA",152,"WEIGHT_6",48.3,"LENGTH_6",167,"T6",2022-01-06,"Day_in_Exp_T6",161
"2847","00187294DA",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2848","00187294DA",152,"WEIGHT_8",130.3,"LENGTH_8",230,"T8",2022-03-30,"Day_in_Exp_T8",244
"2849","00187294DB",152,"WEIGHT_1",2,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"2850","00187294DB",152,"WEIGHT_2",3.4,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
